word,syllables
ascalaphus,4
ascendant,3
asceticism,4
ascendency,4
ascitic,3
ascertainment,4
ascribing,3
askari,3
asmara,3
aspergillus,4
asparaginous,5
aspersive,3
aspiring,3
aspirating,4
assassin,3
assassinate,4
assault and battery,4
assaultable,4
assassinator,5
assembler,3
assemblyman,4
assentingly,4
asserted,3
assertively,4
asset,2
assiduous,4
assigner,3
assimilated,5
assimilationist,6
assimilation,5
assize,2
assiut,2
assistant professor,5
assiduity,5
assortive,3
associative,5
association,5
assuaged,2
asteroidea,5
asteriscus,4
asthenopic,4
astigmatoscope,5
aston,2
astringent,3
astrictive,3
astroid,2
astrologer,4
astrogating,4
astrogeology,6
astromancer,4
astronautically,6
astronautic,4
astrophysics,4
astuciously,4
athalia,4
athanasian,4
athenaeum,4
atheling,3
athenaeus,4
athletics,3
attrib,1
atamasco,4
attlee,2
atalante,4
ataraxic,4
atelectatic,5
atlantes,3
atman,2
atmosphere,3
atlantis,3
atmospherics,4
atoll,2
atom-bomb,3
atomising,4
attack,2
attachment,3
attainder,3
attempt,2
attendingly,4
attently,3
attention,3
attentively,4
attestative,4
attingence,3
attic salt,3
attestator,4
atticising,4
attitude,3
attitudinized,5
attorneys-at-law,4
attracter,3
attrited,3
attrite,2
attributor,4
attritional,4
au revoir,2
au gratin,2
auckland islands,4
augmentable,4
augmenter,3
auspicial,3
austereness,3
australasia,5
autecology,5
auxo,2
aubrietia,3
audaciously,4
audibility,5
audie,2
auditorship,4
auditoriums,5
augustales,4
aulic,2
aural,2
auramine,3
aurelia,4
auricular,4
aurific,3
auricle,3
auricled,3
aurochs,2
autarchically,5
authorize,3
authoritarian,6
autist,2
autochthonic,4
auto-inoculation,7
autography,4
autoicous,3
autolycus,4
automatize,4
autotomise,4
autoxidation,5
autobiography,6
autobiographically,8
autocatalysis,6
autodidactic,5
autogenetically,7
autographically,6
autolithography,6
autolyzed,3
autolyzing,4
automorphic,4
autooxidation,6
autonomical,5
autopotamic,5
autotruck,3
autumnal,3
autotoxicosis,6
autotypic,4
auwers,2
avadavat,4
aventine,3
averyl,3
avid,2
awed,1
awesomeness,3
awlwort,2
awner,2
awninged,2
axial flow compressor,7
axon,2
axum,2
aymaran,3
azariah,4
azimuth,3
azobenzene,4
azrael,2
azure,2
aa,2
ary,3
abandon,3
abased,2
abater,3
abate,2
abattage,3
abating,3
abatage,3
abed,2
abetment,3
abeam,2
abele,2
abecedaria,6
abenezra,4
abiding,3
abinoam,4
able,2
abiu,3
abiotically,6
aboideau,3
aboardage,3
aboon,2
abortive,3
abortionist,4
aborticide,4
abought,2
aboveboard,3
abraser,3
abridger,3
acalculia,5
academy,4
acardia,4
acarnan,3
acetylization,6
acetic,3
achaean,3
acetylaniline,6
achaean league,4
acheilary,4
achlorhydric,4
achitophel,4
achromatophilic,6
aconcagua,4
acoustically,5
acridity,4
acrisius,4
acronymizing,5
acronymous,4
acrolein,4
acromia,4
adah,2
adal,2
adaptability,6
adaption,3
adaptableness,5
adat,2
adapa,3
ademption,3
adina,3
adoptable,4
adoption,3
adorno,3
adobe,3
adors,4
adret,2
adrenocorticotrophic,8
adrenocorticotropic,8
adrienne,3
adrianople,5
aforementioned,4
aga,2
afresh,2
agalloch,3
agar,2
agaze,2
agential,3
agendum,3
agenetic,4
aglaia,3
aglycon,3
agraulos,3
agrammatism,4
agravic,3
agreeableness,5
agyieus,3
agrmens,4
aha,2
aisha,3
ajo,2
akinesia,4
alayne,2
alarcn,4
alaska highway,5
alencon,3
aleppo,3
alexiares,5
ali,2
alexandre,4
aliza,3
alois,2
alogia,3
aluminographic,6
aluminize,4
amalgamator,5
amate,2
amadan,3
ameer,2
amerced,2
amerce,2
amenableness,5
americanizing,6
amie,2
amigo,3
aminoplast,4
aminopyrine,5
amoral,3
amort,2
amok,2
amor,2
amoy,2
amuck,2
amusingness,4
amygdule,3
amyxorrhea,5
anal fin,3
ananda,3
anatabine,4
anatman,3
anastomosing,5
anathematising,6
anatomist,4
anemographically,7
anemochoric,5
anoia,3
anomalousness,5
anomalously,5
aoede,3
anorak,3
aorangi,4
aperient,4
apeak,2
aperitive,4
aphaeresis,4
aphidious,4
apian,3
aphidas,3
apiarian,5
apocopated,5
apodema,4
apocryphalness,5
apollinaire,4
apophysis,4
apostle spoon,4
apostolicity,5
apothecaries,5
apostles' creed,4
apodeipnon,4
apothecaries' weight,5
apocynthion,5
aqueous ammonia,7
aquinas,3
aquarian,4
arachnida,4
arapahoe,4
arabia,4
arabian camel,5
araliaceous,5
araneose,4
araneid,4
arequipa,4
arhythmia,4
aretus,3
aristolochiaceous,7
aristodemocracy,7
arousable,4
aromatizing,5
aruwimi,4
arythmically,5
asepsis,3
asepalous,4
aseptic,3
aseptically,5
asexual,4
ashamedly,4
asherim,3
ashipped,2
asian flu,3
asiatically,6
asquint,2
asternal,3
astigmatoscopy,6
asrama,3
asymmetric time,5
asynchronism,4
astride,2
atakapa,4
athena,3
athrill,2
athenai,3
atomic,3
atomic energy,5
atomic energy commission,7
atrial,3
atymnius,4
ava,2
avenging,3
avertable,4
averno,3
aversion therapy,5
avicularia,6
aviatrix,4
aviculturist,5
avignon,3
avifaunally,5
avogadro's law,4
awake,2
awakeningly,5
ayous,2
aweigh,2
ayina,3
ayuntamiento,5
azilian,4
azophi,3
azonal,3
azonal soil,4
b/s,1
baader-meinhof gang,4
babbitt metal,3
babbitt,2
bachelor's,3
back-pedalling,4
back-alley,3
back-pedaling,4
backbitten,3
backboned,2
backdrop,2
backcloth,2
backers-up,3
backfired,2
backhandedly,4
backscratcher,3
backmost,2
backshish,2
backspace,2
backsplice,2
backstabber,3
backstitch,2
backswept,2
backswimmer,3
backwood,2
backwinded,3
bacchantes,3
bacchante,3
bacchanalia,5
baccio,2
bacchii,3
bacterized,3
bacterial plaque,4
bacterioscopy,6
bacteriophage,5
bacterioscopically,8
baculitic,4
bacteriological,7
bacterioscopic,6
badger,2
baddeleyite,4
baffler,2
bags,1
baggagemaster,4
bag-flower,3
baggywrinkle,4
bagpipe,2
bagpiping,3
bagwig,2
bahru,2
baht,1
bailable,3
bailey,2
bakemeat,2
bakeware,2
baldness,2
bal,1
baldish,2
baleful,2
ball-carrier,4
ballflower,3
ballroom,2
balboa,3
balaklava,4
balconette,3
baldomero,4
baldrick,2
balfour,2
balkis,2
ballad stanza,4
balkanized,3
ballad metre,4
balladeer,3
balladist,3
balladmongering,5
ballerina,4
ballistocardiogram,7
bamboozlement,4
bambino,3
balustrade,3
bamboozle,3
bambara,3
bandfiling,3
bandboxical,4
banger,2
banker's card,3
bank annuities,5
bankroll,2
bank acceptance,4
banking,2
bankruptcy,3
bankrupt,2
bandana,3
bandaranaike,6
banat,2
banderilleros,5
bandobust,3
bangalore,3
bandoleered,3
banditti,3
bangui,2
bandy leg,2
bannerette,3
banner,2
bannerman,3
banshee,2
banstead,2
banter,2
baptismally,4
bardier,3
barbed,1
barde,1
bardily,3
baragnosis,4
bartlett,2
barbary,3
barbera,3
barbirolli,4
barchan,2
barcan,2
bargee,2
baring,2
barkeep,2
barmaid,2
barley,2
baronized,3
barr,3
barracks,2
barraged,2
barracudina,5
barrater,3
barrie,2
barrelhead,3
barretry,3
barrington,3
barytone,3
base hospital,4
baseball,2
baryon,3
bas mitzvah,2
bask,1
basses-pyrnes,6
bassly,2
bassy,2
bast,1
bascinet,3
basiliscine,4
basket weave,2
basketful,3
bassoonist,3
bastardly,3
bathinette,3
bateleur eagle,5
batsman,2
batting,2
baulk,1
baubo,2
bauer,2
bav,1
bawcock,2
bawdyhouses,4
bayport,2
bayou,2
bayless,2
baytown,2
bayville,2
baalizing,4
babits,2
baboonery,4
baby's-breath,3
baby-faced,3
bacolod,3
bacilliform,4
baden-wrttemberg,6
bahai,3
bali,2
bareilly,3
barinas,3
baraza,3
bareli,3
baroque,2
basal,2
basenji,3
barytocalcite,5
basic education,6
basicity,4
basilian,4
basidial,4
basilican,4
basion,3
basophile,3
basilan,3
batangas,3
bateleur,3
batan islands,4
batiste,2
bathilda,3
bayar,2
bayeux tapestry,5
bbbish,2
beachboy,2
beach,1
beadily,3
beaky,2
beam,1
beaneries,3
beamily,3
beanshooter,3
bearableness,4
bearberry,3
beatable,3
beaune,1
beating-up,3
beatty,2
beautification,5
beaut,1
beautify,3
beautifying,4
bebington,3
beagling,2
beaverton,3
bed-sitter,3
bedivere,3
bedclothes,2
bedrid,2
bedstand,2
bedpad,2
bee orchid,2
beefily,3
beefsteak,2
beetfly,2
beehive house,3
beeline,2
beerhouses,3
beerpull,2
beethoven,3
beggarly,3
bellboy,2
bell-bottom,3
beltman,2
beldam,2
beldame,2
bellwether,3
belgique,2
belting,2
belgravian,4
belleau wood,2
bellicosely,4
belligerence,4
belly,2
belmont,2
belly-helve,3
belly flop,2
belwhopped,2
belshazzar,3
belvedere,3
benchless,2
ben bella,3
bench-warmer,3
benefit,3
benedict xv,3
benison,3
beneficiated,6
benzocaine,3
benzophenone,4
benzene ring,2
benzoquinone,4
bergsma,2
bernhard,2
bertie,2
berceuse,2
bernis,2
bergamee,3
berley,2
bering strait,2
berlyne,2
bermudan,3
berserker,3
berwick-upon-tweed,4
bestial,3
bessel,2
betta,2
betterton,3
betted,2
betti,2
betjeman,3
beulah,2
betsy,2
better half,2
beverley,3
beveled,2
bezwada,3
bechancing,3
bebel,2
becomingly,4
becomingness,4
befogged,2
befuddler,3
begemmed,2
began,2
begone,2
behave,2
behavior,3
behistun,3
behest,2
behold,2
belauder,3
belatedly,4
belen,2
belande,5
beleaguerer,4
belial,3
believingly,4
belinda,3
belittlement,4
belo horizonte,5
belowdecks,3
bemuddle,3
bemusement,3
benevento,4
bereaving,3
beribboned,3
bereavement,3
besancon,3
beseeched,2
beseem,2
bespatter,3
besmirch,2
bespeaking,3
besteaded,3
bespectacled,4
bestud,2
bestrewn,2
beta rhythm,2
beta ray,2
betelgeux,3
betrothed,2
betrayal,3
bewilderment,4
bewaring,3
bewitchingness,4
bhang,1
bhangi,2
bhakta,2
bhikku,2
bhungi,2
biarritz,2
bialystok,3
bibbiena,3
bibliophilist,5
bibliolatrous,5
bibliopegistical,7
bibliotic,4
bibliolatrist,5
biblioklept,4
bibliopolically,7
bidding,2
biddably,3
bielefeld,3
bifrost,2
big business,2
bigamously,4
bilge,1
billionaire,3
binder,2
bin,1
binderies,3
binghamton,3
bind over,2
binhdinh,2
bingey,2
binnacle,3
birdcage,2
birl,1
birthday,2
birkenhead,3
birthday honors,4
birretta,3
birthroot,2
bisbee,2
bismuthyl,3
bismanol,3
bitchery,3
bismuthic,3
bissonata,4
bismuthinite,4
bistro,2
bitterling,3
biannulate,4
biak,2
biasing,3
bicollateral,5
bicolored,3
bicol,2
biconcavity,5
bicycle clip,3
bidarka,3
bifidity,4
bifurcately,4
bigener,3
bifurcated,4
bigeneric,4
bihari,3
bifurcation,4
bijection,3
bilocular,4
bilineate,4
bimillenary,5
bimaculated,5
bimorph cell,3
binate,2
bioassay,4
biotical,4
biobibliography,7
bioclimatician,6
bioelectrogenesis,8
bioelectrogenetic,8
bioelectrogenetically,10
biogeographic,6
biometrically,6
biosociology,7
biosociological,8
bipartitely,4
bipolar,3
biro,2
birefringence,4
bisectrices,4
bisexually,5
bistros,2
biton,2
bituminous coal,4
bivalence,3
bizonal,3
bkpt,1
black,1
bkg,1
black guillemot,3
black mountains,3
black velvet,3
black-letter,3
blackbeetle,3
blackboard,2
blackener,3
blackfin,2
blackfoot,2
blackpoll,2
blackwall hitch,2
blackthorn,2
blade,1
bladebone,2
bladder worm,2
bladder ketmia,4
blairsville,2
blandly,2
blanche,1
blankbook,2
blankety,3
blanketlike,3
blanket-stitch,3
blantyre-limbe,4
blast,1
blaster,2
blasted,2
blaspheme,2
blasphemy,3
blastomycotic,5
blastoporic,4
blatherskite,3
blazes,2
bladensburg,3
blacher,2
bleachers,2
bleachable,3
bleak,1
blende,1
blent,1
blended,2
blesbok,2
blin,1
blindheim,2
blindcat,2
blindness,2
blindworm,2
blissfully,3
blithe,1
blizzardy,3
blithesomely,3
blockader,3
blockbuster,3
blood money,2
blood pressure,2
blood vessel,2
blood-letting,3
bloodstained,2
bloodlike,2
bloomier,3
blotting,2
blowie,2
blowfish,2
blubberingly,4
blubbery,3
bludging,2
blue devils,2
blue-penciled,3
blue-eyed mary,3
blueberry,3
bluejacket,3
blueprinter,3
bluntness,2
blurring,2
blusterer,3
blusteringly,4
blcher,2
blriot,2
bo's'n,2
board measure,2
boatless,2
boatmanship,3
boatsman,2
boatman,2
bob,1
boatwright,2
bobobtail,2
bobbysoxer,4
bobstay,2
bobwhite,2
bodgie,2
bodkin,2
body cavity,5
bodilessness,4
bodingly,3
bodying,3
bodyguard,3
bodycheck,3
boehmian,3
boeotia,4
boffola,3
bogue,1
bog orchid,3
bogging,2
boiling-water reactor,7
boiling point,2
boileau,2
bokm',2
bol,1
boldhearted,3
boldfacing,3
bolthead,2
boltlike,2
bollox,2
bolshevikism,4
bolvar,4
bombacaceous,4
bombastical,4
bondholder,3
bonavist,3
bonze,1
bonnard,2
bonnily,3
bonsai,2
boo-boo,2
book value,2
bookmark,2
bookstand,2
bookshop,2
boots and saddles,4
bootery,3
booze,1
bootle,2
boodle,2
borecole,2
borderer,3
bordered,2
borneol,3
bornan,2
bosky,2
boschbok,2
bose-einstein statistics,5
boston ivy,3
botchier,3
bothies,2
botanise,3
botryoid,3
botryomycosis,6
botticellian,5
bottle-nosed,3
bottegas,3
bottlenose,3
bottle tree,2
bottle-green,3
bottle-oh,3
bouche,3
botulinus,4
bought,1
boulle,1
boundable,3
bourg,1
bountifulness,4
bouchon,2
bouchard,2
boucle,2
bougainvillaea,5
bouquet garni,4
bouleuterion,5
boulogne,2
bowdlerized,3
bowlder,2
bowelled,2
bowel movement,3
bowerlike,3
bowel,2
bowell,2
bowery,3
bowie knife,2
bower,2
bowleg,2
bowpot,2
boxers,2
boxcar,2
boxing,2
boyishness,3
bozcaada,4
bobo-dioulasso,5
bocaccio,3
bogarde,2
bodega,3
bodegn,4
boethian,4
bogart,2
bogeyman,3
bogeyed,2
bohemian brethren,6
bokassa i,4
bolognese,3
bonaci,3
boluses,3
bonapartist,4
borated,3
boreadae,4
botargo,3
botanically,5
botrytis,3
braata,2
brace,1
bracket,2
brachycardia,5
brachycephaly,5
braddock,2
braccio,2
bradshaw,2
bradman,2
bradykinetic,5
brahmanist,3
brahmani,3
brain-twister,3
brahminist,3
braided,2
brailling,2
brain coral,2
brainier,3
brain-washing,3
brakpan,2
branch,1
brambliest,3
branchiopodous,5
bransles,2
branting,2
branstock,2
branle,2
branwen,2
brattain,2
braveness,2
braunite,2
brayley,2
brawniest,3
brazer,2
bracero,3
brazzaville,3
brachium,3
breach,1
brazilein,4
breakfast,2
breakout,2
breastwork,2
breaking,2
breakpoint,2
breathy,2
breeding,2
breezier,3
breeziest,3
bregma,2
bresson,2
breve,1
brenda,2
bressummer,3
bribability,5
bridgelike,2
bridelike,2
bridgman,2
bridgewall,2
bridgework,2
briefcase,2
briefing,2
brightly,2
brigadier,3
brilliantly,3
brigit,2
brimstony,3
brink,1
brinkmanship,3
bringer,2
brinded,2
bristliness,3
brisk,1
brit,1
britzka,2
british summer time,5
britishness,3
british museum,5
brittany,3
brierwood,3
brigaded,3
briquet,2
brizo,2
broad,1
broacher,2
britannia,4
broadsheet,2
broadcasted,3
broadsword,2
broadview,2
brocket,2
brockage,2
broederbond,3
bronchially,4
bronchoscopically,6
brood,1
bronchoscopic,4
brookable,3
brookhaven,3
bronzino,3
brontosaur,3
broomcorn,2
browne,1
broughtas,2
browbeaten,3
browband,2
browbeater,3
broca,2
brokage,2
brokership,3
broken,2
broker,2
bromine,2
bromism,2
bruit,1
brusher,2
brunch,1
brushfire,2
brutelike,2
brumous,2
brunette,2
brucellosis,4
bryophyte,3
bryophytic,4
bssc,1
bubble bath,2
buchan,2
buchmanite,3
buck rabbit,3
bucketful,3
buckingham,3
buckley's chance,3
buckshot,2
bucksaw,2
budded,2
buddhism,2
buddie,2
buffable,3
buffalofishes,5
bugger,2
buffalofish,4
bughouse,2
building line,3
bulgy,2
bulginess,3
bulldoggedness,4
bullocky,3
bullheaded,3
bulbil,2
bulnbuln,2
bulletheadedness,5
bulletin,3
bullaria,4
bullitt,2
bumpkinish,3
bummalo,3
bunchflower,3
bumble,2
bunch,1
bundu bashing,4
bunkoed,2
buonaparte,4
burghal,2
burker,2
burnable,3
burning glass,3
burr,1
burnley,2
burning-bush,3
burga,2
burglariously,5
burgos,2
burgundy,3
burry,2
burseed,2
bursary,3
bursate,2
bush lawyer,2
bushbuck,2
bush oyster,3
bushelman,3
bushnell,2
bushtit,2
business college,3
bustiest,3
butch,1
busyness,3
busrah,2
butcherbird,3
buttstrap,2
butterfly fish,3
buttonbush,3
buttonwood,3
buttress,2
buzzardly,3
buttressless,3
bugled,2
bugler,2
buna-s,3
buna,2
buphonia,4
bureaucratization,6
butadiene,4
butyric acid,4
butyraldehyde,5
byblis,2
by-election,4
byrnie,2
bygone,2
bypassing,3
byzantium,4
bylane,2
bypass engine,4
bchar,2
bttger,3
c/d,1
bhmerwald,4
cabbagetown,3
cabin cruiser,3
cabin-class,3
cachinnate,3
cachinnated,4
caccini,3
cactoid,2
cacti,2
cadging,2
caddice,2
cadge,1
cadgily,3
caddicefly,3
caernarfon,3
caeneus,3
caestus,2
caesuric,3
caesaropapism,5
caeoma,3
cagey,2
cafeteria,5
caffeinism,3
caicos islands,4
calf,1
calc-sinter,3
cajeput,3
callout,2
calmly,2
calling card,2
calabar bean,3
calathus,3
calamite,3
calcify,3
calcinable,4
calibered,3
calibrater,4
calibrator,4
calligrapher,4
calipash,3
calisaya,4
calliste,3
calluses,3
callused,2
callosal,3
calorizer,4
calumet,3
calthrop,2
calydon,3
campbell,2
campbellite,3
campier,3
camping ground,2
cambium,3
camber,2
cambodian,4
cambridgeshire,3
camel's-hair,3
camera obscura,5
camerlingo,4
camera-shy,4
cameralist,4
camisado,4
camions,3
cameo ware,4
camoca,3
camoens,3
campanus,3
campanili,4
campanulaceous,5
campanologically,7
camphor,2
campo,2
cans,1
canter,2
cantingness,3
cane,1
canada,3
canajoharie,5
canap,4
canceler,3
cancerousness,4
candescent,3
cancrizans,3
candescently,4
candidacy,4
candidate,3
candlemas,3
candyfloss,3
candor,2
caner,2
canister,3
cannanore,3
cannelure,3
cannizzaro,4
canneloni,4
cannibalism,4
cannot,2
cannonball,3
canopy,3
cantankerousness,5
cantabrigian,5
cantabile,4
cantata,3
cantillating,4
canton,2
cap-haitien,4
cape doctor,3
caodaism,3
cape sparrow,3
caph,1
capful,2
capillatus,4
capital account,4
capitalization issue,8
caprification,5
captainship,3
captivate,3
carelessly,3
cark,1
carlson,2
carving,2
carving knife,2
caracoler,4
carapaced,3
caramel,3
caravanning,4
carbon dioxide snow,6
carbon microphone,5
carbonator,4
carbonating,4
carboxylation,5
carbolizing,4
carburising,4
carcased,2
carcinomatosis,6
cardinal flower,4
caret,2
cardon,2
carillonned,3
carillon,3
carination,4
caritive,3
carius,3
carla,2
carlita,3
carless,2
carloadings,3
carlos,2
carnacian,3
carnage,2
carnivorism,4
carniola,4
carnival,3
carnivore,3
carnus,2
carnose,2
carolean,4
carola,3
carotene,3
caroline islands,4
carolina,4
carpe diem,4
carpet,2
carpatho-ukraine,5
carpetbagged,3
carpentier,3
carpetbaggery,5
carpeting,3
carpet beetle,3
carpetweed,3
carriable,4
carrire,3
carrion crow,3
carrier pigeon,4
carrion flower,4
carry through,2
carrycot,3
carshops,2
cartel,2
carrying charge,3
carrying-on,4
carsick,2
cartesian coordinates,8
cartagena,4
cartoonist,3
cartulary,4
cartridge pen,3
carvel,2
cartoon,2
cartographically,6
carucate,3
caryatid,4
caseworker,3
cash,1
castable,3
cash-and-carry,3
casablanca,4
cascara,3
castoff,2
cassandra,3
caschrom,2
cassegrainian telescope,7
casper,2
cassette,2
cassock,2
cassowary,4
cassiopean,5
cassoon,2
caster sugar,3
castleford,3
castor bean,2
castor and pollux,5
castigation,4
castor-bean,3
castlereagh,3
cat-o'-mountain,3
catchiness,3
catchpole,2
cates,1
catheterised,4
cathodoluminescent,7
catheterise,4
cathodo-luminescent,7
cataebates,4
catamnesis,4
catamount,3
catcaller,3
cater-corner,4
cated,2
catechise,3
catechist,3
catechising,4
categorised,4
categorist,4
categorising,5
category,4
catfaced,2
catiline,3
catfishes,3
catlettsburg,3
cation,3
catnap,2
cattegat,3
cattle,2
cattie,2
catton,2
catty-cornered,4
catty-corner,4
causable,3
causticly,3
caucasoid,3
caudad,2
caudation,3
caulescent,3
cauterize,3
cave-in,2
caviler,3
cavillingly,4
caviar,3
cavity resonator,6
cayuse,2
cabernet,3
cable,2
cable car,2
cablegram,3
cable-stitch,3
caboose,2
cabral,2
cacao,3
cadence,2
cadential,3
cadet,2
caduceus,4
cafard,2
caella,2
cagliari,3
caique,2
calamitoid,4
calamitously,5
calash,2
calista,3
caligula,4
calumniator,5
calyptra,3
calche,3
camille,2
canal ray,3
canalised,3
canard,2
canadian french,4
canafistula,5
canella,3
canis major,3
canalis,3
canes venatici,6
canis minor,3
canoe,2
canoodler,3
canorous,3
canoeing,3
canorousness,4
capability,5
capably,3
capataz,3
capeadores,5
caphaurus,3
capitulant,4
capitularies,5
capitularly,5
caponise,3
caponised,3
capriciousness,4
capuche,2
capris,2
carambola,4
caracas,3
caressingly,4
casaubon,3
caserne,2
catarrh,2
cathartical,4
cathay,2
catholiciser,5
catholicus,4
cavate,2
caveator,4
cavum,2
cayey,3
caon,3
cede,1
ceilinged,2
celticist,3
celebrating,4
celebratedness,5
celebratory,5
cellule,2
cellular,3
celluloid,3
cenchrias,3
censurableness,5
centaurial,4
centerville,3
centimetre-gram-second,6
central angle,4
central america,5
central limit theorem,7
central india agency,8
centralise,3
centrality,4
centralizing,4
centre three-quarter,5
centrifugalised,5
centripetal,4
centrobaric,4
centrum,2
centuplicating,5
centuplication,5
cephalitis,4
cephalopoda,5
cephalisation,5
cephalon,3
ceratopsian,5
cerebral,3
cercopithecoid,5
cerebral dominance,6
cerebrovascular,6
cerebrotonic,5
ceremonialism,6
ceremoniously,6
ceresin,3
cereous,3
certificating,5
cervelat,3
cervicitis,4
cete,1
cecropia moth,4
celerity,4
celestial guidance,5
cenaean,3
cenogenetic,5
cepheid variable,7
cerate,2
cereal,3
ceriferous,4
cerotic acid,4
cerotic,3
cerous,2
cetologist,4
cfi,1
chablis,2
chain-driven,3
chair-warmer,3
chainstitch,2
chairlift,2
chalkboard,2
challenge,2
challenging,3
challis,2
challiho,3
chalone,2
chalmers,2
champignons,3
change,1
chancefully,3
changeless,2
changefulness,3
changemaker,3
changeably,3
changer,2
changedness,3
chante-fable,3
chanceled,2
chancre,2
chanfron,2
channelled,2
chaochowfu,3
chape,1
chantilly lace,4
chap,1
chaplaincy,3
chappy,2
chapterhouse,3
chaptalize,3
chargeable,3
chargable,3
chargeably,3
charles edward stuart,5
charleton,2
charmer,2
characterise,4
characterised,4
charactery,4
chargfaires,3
charlatan,3
charka,2
charitableness,5
charityless,4
charlatanic,4
charlevoix,3
charlottenburg,4
charlyne,2
charnel,2
charolais,3
charquid,2
charry,2
chartered accountant,4
charta,2
chartophylaxes,5
chartula,3
chartophylacium,5
chastisable,4
chat,1
chattel,2
chatterbox,3
chauffeuse,2
chayaroot,3
chagrin,2
chalutz,2
chanaan,2
chaney,2
chapeau,2
charente-maritime,5
chateau wine,3
chazan,2
cheapjack,2
cheb,1
cheatable,3
cheatingly,3
checksum,2
cheers,1
cheerful,2
cheerfully,3
cheerer,2
cheesecake,2
cheesing,2
cheechako,3
cheltenham,3
chemigraphically,6
chemosurgery,5
chemotrophic,4
chequerboard,3
chephren,2
cherokee rose,3
cherry brandy,4
cherry picker,4
cherubs,2
cheryl,2
chesty,2
chester,2
chevronny,3
chebec,2
chechen,2
cheyenne,2
chehalis,3
chez,1
cheloid,2
chemin de fer,2
cheraw,2
cheribon,3
cheville,2
chiangling,2
chevee,2
chicopee,3
chicory,3
chidingly,3
chiefly,2
chiffonier,3
chiffon,2
chilpancingo,4
chilli con carne,5
chimneylike,3
chimney breast,2
